nrbits,toffoli_desc_conf,nr_qubits_output,depth_input,depth_output,process_time
11,413378112914661462101351437138,50,100,652,98.04482199999984
11,683141112613414141222211714911135,41,100,613,93.34630000000107
12,24672141454443991412125144137138,47,109,656,95.90640200000053
12,1311145812131210125339121013673142210,39,109,529,66.80502400000114
12,14414238312124147111043911789365,51,109,658,98.2893499999991
12,1349114745312533101047510459310,47,109,615,91.92472300000009
12,10751242113131394861412133101423125,50,109,628,98.36114699999962
12,991151121471456131128369614212125,48,109,714,131.50955500000055
12,12109264813871213253646681413914,52,109,731,131.35267999999996
12,68624339341111410107131310141341010,40,109,567,70.55433800000174
12,101013410122710431411105611681343124,46,109,567,74.71984000000157
12,24769126522111112144212741311131213,49,109,736,136.65901900000244
12,61248107137510321044811413769132,43,109,675,113.96391000000222
12,89961214671491356132622133513132,34,109,608,88.38724899999943
12,12447116511569914413727122310310,38,109,593,93.6501010000029
12,11101476285212125811739321352114,45,109,658,129.74282900000253
12,116595122412145141322146138371442,48,109,669,127.89088800000172
12,61221031041189121172584941126911,53,109,731,145.68623300000036
12,41112910131499377101398352441357,42,109,641,94.67803099999946
12,2448812133108256541110642116132,40,109,737,134.32810099999915
12,312522241012912593116131161251234,41,109,669,96.5343529999991
12,3131096326212871068128331281332,44,109,707,107.88061900000321
12,1214963124112108111011111010132311562,50,109,625,89.5710680000011
12,14104614894143101013311525731213710,44,109,626,89.53930300000138
12,21327101344610138113731110839539,44,109,596,84.84361400000125
12,121491294841165122531322611112117,46,109,662,123.4867770000019
12,79261112486116761011133121421310314,50,109,706,130.39291299999968
12,313310129669134936211391229936,43,109,606,75.54663500000242
12,6710775131335146221253571055103,48,109,675,146.65151200000037
12,32117121494118212212451311824876,37,109,693,130.54657800000132
12,119101146141112366141081067737599,50,109,694,138.97775199999887
12,9145101414122121214331176141310545613,42,109,569,79.84916100000555
12,96114514914994126713144147863103,51,109,654,98.21470299999783
12,1013699121411149926391311472712134,40,109,570,73.86680099999649
12,138131010910147861413115119224115119,39,109,590,94.5603059999994
12,21229784113784118721341112291212,50,109,717,125.77265800000168
12,1211128269271112287389913149953,41,109,653,133.6732140000022
12,91011614989821192109127124346612,36,109,668,103.8153020000027
12,2886102612828712714122414311898,51,109,711,148.45215500000631
12,1111912681161381071410910812135138711,54,109,664,152.72872199999983
12,2671271291139104111199144135117810,37,109,699,128.56682
12,521123411588131039124108751210814,49,109,682,122.18140200000198
12,96111414113410104212661461184125116,40,109,629,111.65888000000268
12,12101274114114102812310291461481234,36,109,614,85.7568969999993
12,11108431351112121414210771021210271111,42,109,660,93.00510799999756
12,8581078256104131014581014143123514,56,109,634,111.32784099999844
12,57914613514410121112881310814793913,39,109,629,94.33077100000082
12,436471259912391089952741451111,44,109,653,111.68734300000506
12,731110821413848824101211121471211115,42,109,703,130.1391569999978
12,9109137118119631313144294112101387,56,109,634,96.08517900000152
12,813681324510811412139101271089736,46,109,683,120.34243399999832
12,1410282111051331071074913512353314,44,109,666,89.56169200000295
12,11311410671234628121451161098745,43,109,733,171.40630399999645
12,112101051171161143102411246346711,33,109,671,137.79515399999946
12,1182612714111214141014771110128333210,48,109,625,96.18653199999972
12,874612111351212484211765102414910,46,109,680,134.8437619999968
12,101081151358876331014910512611654,40,109,647,133.3745839999974
12,47377273111297143122551231014146,45,109,667,126.43275700000231
12,13895131212910131111737101066773107,43,109,572,85.53995600000053
12,1491035121291113141391245116859733,40,109,605,93.39628900000389
12,623101241261113123676371051477115,40,109,701,137.0738229999988
12,6321214846913141454910289586610,43,109,667,99.05193499999586
12,51195510651182613571471491289144,40,109,693,146.04944899999828
12,12144511974144995103681314610141313,38,109,583,78.16794200000004
12,111310595841014757510521334126510,60,109,632,110.7376860000004
12,438963541056782542138314335,50,109,694,141.44236599999567
12,9128614111083142107911111010125212125,42,109,589,97.03664900000149
12,1434631084991246126149783124116,48,109,672,107.732514000003
12,1382145109141441113121010713116141013411,40,109,610,75.74390100000164
12,1032101249613213966122410792466,36,109,585,73.8777459999983
12,4112131310644131022125129210493813,46,109,601,78.72895499999868
12,389613788910121011210210712141012311,43,109,612,92.87077799999679
12,677710751437391213336451369811,38,109,697,157.54756300000008
12,91314414121376361311121414631413312514,36,109,607,77.70279899999878
12,101494910123144295310148831021237,55,109,548,55.80544799999916
12,1191113147378491311887673612394,51,109,746,168.49006299999746
12,11876212114107575438107145510112,53,109,715,151.2055640000035
12,1213471085410111244813144866581314,50,109,644,132.93930900000123
12,14621186143106821113118366481039,58,109,756,153.07014699999854
12,610811927314775101010145591421275,41,109,610,103.82014399999753
12,25764612614117511561111111474131413,52,109,820,209.74910799999634
12,4311612116445610228103122111213129,64,109,670,125.8883879999994
12,61454111271313411131448791037102118,40,109,623,106.90678099999786
12,3714127921085104914251010109103119,58,109,509,62.19847899999877
12,136456351372101012121110141151121426,38,109,638,110.09668000000238
12,131411699115139310211146412611131279,49,109,640,107.7754849999983
12,41314312989112131412843910883788,51,109,637,108.35772500000166
12,425464341414133111048102128814711,52,109,695,111.07790499999828
12,21121410962101494588141314141242104,45,109,585,71.77891700000328
12,713426913612713912999141442431012,38,109,606,73.97640599999431
12,214882296957149142514453131288,40,109,686,118.23877599999832
12,8341413692254221113115114101211611,54,109,671,131.9882179999986
12,1086614131181098314881043121043814,44,109,650,94.26466300000175
12,351338272961213111413131313971413143,47,109,610,90.3908470000024
12,5588118147131436132135141314103727,48,109,712,131.07115599999815
12,610291177410107101031310116588249,42,109,652,101.95935699999973
12,121458912212121339144712794134728,43,109,678,114.0521910000025
12,53914866710122210629108353237,36,109,623,101.48383199999807
12,1289710955115113731412118774939,51,109,732,138.1625400000048
12,1372311311844971078235103107313,43,109,628,102.83858499999769
12,11143101410141312136583121264310614114,45,109,598,80.94065899999987
12,61421341287116131251489667271069,44,109,701,132.8246880000006
13,4214597761110210661023131410326575,55,118,713,142.20146700000623
13,31110141121481071361011141021112144966115,44,118,703,124.09164400000009
13,456597973261221261226461284565,41,118,800,223.15043399999558
13,791310991356102931021499284464210,52,118,602,84.92956799999956
13,4746437141281492913312144713114552,45,118,731,149.88304400000197
13,5128439213231425136961452811911710,49,118,706,138.82290099999955
13,1410447974214811117111312956134412137,47,118,735,152.66718600000604
13,910867711310121222811713101421478111014,44,118,682,117.55482499999925
13,13118584109412691213281314512117521213,57,118,744,158.06509600000572
13,147461144131096310128311136141094864,45,118,700,130.50629800000024
13,763122141131439781312351268421112512,45,118,769,163.67784199999733
13,231413811613367891114149146111153141213,50,118,755,159.2455639999971
13,814613134138141246524839112104914514,39,118,670,120.35864500000025
13,663491247131052271261211643131321413,53,118,791,164.3076329999967
13,98121011361028101457114325887214311,54,118,773,161.635242999997
13,10814869147139142210132797913212993,56,118,695,132.61632200000167
13,6131014610851361221413213136148149871411,59,118,703,148.9971680000017
13,1255111212431310265611514311898119124,43,118,712,174.35989500000142
13,101245137913371251244310712214111011311,47,118,665,119.02820700000302
13,712128882891212613941310241313341366,57,118,760,178.30193600000348
13,413888313971211136118141241442298911,65,118,761,184.22235299999738
13,7612692119411971391171224126445513,52,118,775,185.61910000000353
13,6211145134667117612610111124118115134,43,118,786,234.29024899999786
13,111081313212121078891212141314101267127613,44,118,692,126.12273000000278
13,9914108119877314141034137447259117,43,118,733,137.14539800000057
13,4811314212142710661012106734411101333,41,118,704,120.78413700000237
13,1012525914713871439974118119494132,47,118,671,128.10706899999786
13,10513687712147964581237467610852,48,118,837,213.00898299999972
13,87495514312313910361210955125101263,52,118,743,142.88644500000373
13,51413325112814910148491391161113631413,42,118,666,113.07798800000455
13,512109261212123288813141413514514111198,62,118,735,167.07741899999382
13,31043741214711103912143912861110101457,49,118,624,93.16048099999898
13,67254811262811131389971010281011814,48,118,732,158.5234879999989
13,610121339310213129841211225211121381214,39,118,661,103.23499499999889
13,81181245671361085127511352111210121413,46,118,760,205.1615690000035
13,123141313291112111424111214844102836114,45,118,703,105.46398000000045
13,3141393853213142212813671185141413137,54,118,706,129.26209700000618
13,267117881197101125101225461412471413,60,118,819,205.16649799999868
13,293124413211781410142125210999115210,50,118,658,93.27915800000483
13,8791351114102664513101145109144137414,49,118,673,132.24502899999788
13,73867124433111476111113121410394495,46,118,716,168.45689900000434
13,1061141131241113412113121113103612855119,47,118,745,182.43641000000207
13,94214121112425144106141387741394297,53,118,733,137.502585000002
13,4410813131128112541165855866111295,47,118,888,247.48176899999817
13,11111110743841261212104481111141499763,55,118,755,197.3815309999991
13,236433683324826103914212467149,45,118,723,123.82514500000252
13,82414732131221421179699513212112813,50,118,688,137.60944200000085
13,3281331231313147141012141412913610893107,47,118,671,86.9493300000031
13,5641154541111149912337141412461410123,52,118,742,154.09846400000242
13,4351335311112135121021221414131110132142,47,118,655,108.98533799999859
13,81233591391475118931012441210291193,42,118,659,112.35466900000029
13,41071413538259115363310111414212386,47,118,674,138.86405099999683
13,69310814111212476361054313811624910,46,118,723,140.6703320000015
13,7798126259131454224101213310993313,58,118,728,128.65741400000115
13,913334712766124410121413741210471185,47,118,743,125.18202100000053
13,144111211142543494311931288284101412,50,118,762,122.82240200000524
13,814681414210711121288147978311229129,52,118,726,174.134321000005
13,7122813810101414773104944679133286,50,118,717,141.3810749999975
13,73131311862214711388111471376310698,44,118,778,188.55158999999549
13,121114279132481441423451479111114424,42,118,724,124.93383500000346
13,14557413513103105314251324129785412,48,118,679,143.2940080000044
13,12212124347121241381288513979101414135,54,118,728,131.1374319999959
13,68210451369135814119331451045119149,55,118,653,126.16264800000499
13,853322545241213610310821411141412413,55,118,680,116.20754999999917
13,3102376688212141131426661410771127,49,118,762,181.9863370000021
13,102711767138213587612481213269141212,53,118,781,194.52051299999584
13,10142591149310414792610267684662,57,118,734,147.84112200000527
13,3912122131077122810141081261312612913129,43,118,637,93.88512600000104
13,411126611111066337671068891141313913,46,118,725,199.35012899999856
13,51461291071143149482133642535101112,56,118,707,137.7690670000011
13,46142641121368129291111121114118139610,41,118,704,152.21178299999883
13,813461387281213111310354145103121210311,56,118,713,114.47765000000072
13,92895713148131321291222111310126510912,38,118,622,105.49953700000333
13,131271471010118121479610112752371391013,47,118,641,121.7423140000028
13,782121212131156139561158121435324125,41,118,737,172.97782000000007
13,112127413891410111131333563265149127,52,118,703,150.0138320000042
13,271313438145810456437433101212131214,43,118,751,127.65909300000203
13,145914614131314104101281181382123912111411,39,118,651,111.22102799999993
13,814714751271461291421461412121281131348,44,118,712,131.83175699999993
13,3107101121411968311105512121227212836,43,118,731,145.58190000000468
13,771164431296659513341462212441410,50,118,771,176.29973299999983
13,48838451211101214436210111292612297,65,118,776,170.58753499999875
13,621312121485111271011974364712471338,44,118,830,195.13766800000303
13,2298413104738513336771075310339,39,118,711,126.72762599999987
13,412101014105813914513751034612121269414,62,118,651,99.83950500000356
13,2614873991423131161013310943381248,42,118,670,121.33563800000411
13,9812138129411121313369414101212101281328,50,118,692,109.93296299999929
13,831114144143310111481247631159621186,52,118,786,177.00089899999875
13,121310591499661210432374512121441492,38,118,667,98.8264530000015
13,238118539103132348108101114441361211,55,118,714,139.4412450000018
13,136139310313751012471139481122891011,47,118,661,113.26964299999963
13,1413571258103414611139138118121037242,43,118,768,163.14627199999813
13,1261451312911126583136214121092291327,49,118,673,123.25556900000083
13,711111175312106121213610104748121314848,61,118,781,197.9845260000002
13,111263510111413144134713146131411342646,40,118,680,134.48676400000113
13,8824536378254116714731281491198,57,118,769,192.15127999999822
13,913754352111076111411210146121499775,45,118,699,149.41651800000545
13,8271154131128491369661031211724213,38,118,773,186.06681099999696
13,8121473101349510714812267836292312,42,118,772,137.36822699999902
13,995788459631113101114913962103745,41,118,735,157.07722799999465
14,13293626312111312211147134321411512771413,51,127,803,180.44776999999885
14,1471494814613574385121010109131334814413,59,127,683,146.8823390000034
14,10693141079514126748145134121211714231212,51,127,777,158.38821199999802
14,811116101461365671312446142231133131335,47,127,804,206.5481660000005
14,31071448812649135596923914432121085,56,127,829,188.17978700000094
14,651311599212347611116139131311147810555,51,127,826,214.8940070000026
14,1246141478848913111213641212138101314131043,58,127,774,183.39294199999858
14,78141387710141213121014813610131181213101391310,48,127,722,125.83425600000191
14,111261231221166489131210213148126106142910,50,127,785,168.54374900000403
14,5379544982127314481149136412271287,47,127,871,236.75619999999617
14,61412115122111311101235483921410244213118,48,127,737,175.91645900000003
14,911106931139119313523141129666241076,70,127,763,181.91886499999964
14,55679714146384103133210141212610131021214,52,127,710,149.65736300000572
14,461014131281429859411111157893109411213,52,127,742,181.25695699999778
14,14112143126642143131411869511914135231113,47,127,722,147.16889000000083
14,41244210111073148113121391381110510727114,62,127,763,169.17081899999903
14,254101071377138831464234113611117858,57,127,873,279.5459319999936
14,1114861114127349521131312571261297712128,58,127,857,262.00961399999505
14,87141321099759939921310271311122411412,47,127,758,129.039678000001
14,128149121351266391410812924414471066611,53,127,781,185.7505369999999
14,12538712107714135643141246138121110141427,48,127,828,201.18833399999858
14,3414121065744962141024148141291012612113,57,127,727,159.76777299999958
14,39656313889668684592336386928,53,127,885,279.1490769999946
14,121291210128121338651335118144512498111012,54,127,761,178.18145099999674
14,106105836101423310143134991310108710141113,42,127,608,93.38317000000097
14,1242141039946681075210414913510131310125,46,127,712,117.59866000000329
14,14114121411844785447978111046769972,49,127,828,242.15324300000066
14,242521378101112231464445661089512136,48,127,816,218.65365400000155
14,94581311846521231096864751491013735,48,127,773,208.37636300000304
14,31339310492101014148613728210313117264,48,127,724,116.58662300000287
14,899793324136411277671299851154310,58,127,855,220.75141499999881
14,4145913107210267101194131213921082671411,52,127,767,166.25667600000452
14,23114132106721310107221235936633927,52,127,771,166.1088810000001
14,8496927311111012122147455812381014362,53,127,736,189.80931299999793
14,134733145141131066349279314997312912,48,127,753,158.15122800000245
14,1310814146411310227101261451074931071188,52,127,699,154.39981799999805
14,131212510149543141071265895146810101211145,57,127,716,165.59549600000173
14,53521071413459212866486491251188103,57,127,804,224.6205820000032
14,3813614828141254213681014131031441213673,53,127,806,191.4839709999942
14,1010121152588489772131413141496510511414,47,127,709,180.4448870000051
14,5939891161252255141124911410482364,59,127,742,174.34216499999457
14,39141238612291381142810108101485810111414,63,127,723,141.2996340000027
14,11313104713214314959136771273127109462,50,127,784,151.2887219999975
14,145914128513821046511111067241041213121013,57,127,749,185.63689299999533
14,28699696143911126671312122512147814912,55,127,807,209.12619699999777
14,8104123298610136613413812149659636115,63,127,803,209.0024029999986
14,36665112539358921410139108431041234,48,127,724,162.88133400000515
14,1312713841158811101023331210356121236411,62,127,790,195.0784030000068
14,513814214932124251214101443654664131312,48,127,756,147.2910699999993
14,677135146910442381112414237511581477,50,127,873,238.15545399999974
14,810296413741431241171114137101213131312989,50,127,746,156.80177700000058
14,6116861111107712994131411141152342511144,54,127,919,292.7079589999994
14,8121128311141235141112107410210121413741238,49,127,711,133.43829299999925
14,131121114551491452510614111211111212691431110,63,127,783,184.56235200000083
14,1411914136131010544101313124107137711123382,56,127,702,135.64155599999503
14,12133101013312539613769613346314772314,50,127,701,142.64332699999795
14,5477101377423312581291152911548121013,62,127,774,197.25783899999806
14,13109388898737125126104552142813383,67,127,826,217.5065590000013
14,7122613111013131171314264127851010328141314,56,127,754,168.7849900000001
14,731391181313141279146710961341313652332,44,127,792,165.56854100000055
14,951212512126114147812513391486312952814,68,127,784,209.34210300000268
14,1241293514992345648101288125489141311,51,127,809,174.75445599999512
14,323451164121412142212510611310423104135,42,127,737,138.1367489999975
14,14125286131014513211313121381271053295611,50,127,749,165.43695899999875
14,3131311126105931010111191114511131224105936,53,127,679,143.8305229999969
14,7327101277287137473231145101176573,55,127,876,294.38856300000043
14,1411141311142411133137212925443961111959,51,127,720,183.9464900000021
14,864125141091281110111482118513136113412135,50,127,760,211.69364599999972
14,14813711126449839132131062126421014479,48,127,756,169.86389399999462
14,81187613864133571139684512761481124,44,127,901,316.10833200000343
14,3914571196139359221313993123211131324,46,127,723,134.76492600000347
14,3513131025313101042714711112114599119104,54,127,717,137.43046000000322
14,12101112131311136999498510639144712125514,51,127,694,153.98643599999195
14,3121451287451373910634613142411131310610,59,127,734,168.95980899999267
14,93610133639513119949841012811101014131014,60,127,657,109.92300499998964
14,93381342871021358123831261010931371014,56,127,663,118.04696100000001
14,134141297914581361181288141211214495469,66,127,814,198.6006960000086
14,3491294891021464131383111026791282612,54,127,832,157.3814490000077
14,4451412121113611148121214714393131441391344,48,127,768,175.96710399999574
14,4101311123471481213141236113611314541111119,42,127,797,174.30112499999814
14,1121213678213122713695223212112111012129,61,127,772,196.4404910000012
14,31364127721112632132891110297611414414,59,127,791,208.15058899999713
14,8714124711312114137781011118256912131256,46,127,863,250.0985059999948
14,612149534513513241413714510948411914912,43,127,722,155.90763299999526
14,41289113823131267111121498133988391012,50,127,714,167.4325220000028
14,413951275913211141471132466101311108699,48,127,735,171.72860700001183
14,51325106133263131110102113111211101491211514,53,127,723,149.1180999999924
14,7571110129124210118141410131024779675413,55,127,809,185.1049090000015
14,761014144133139753138141471028622512512,50,127,725,150.99457599999732
14,11141434102410911421231041141344866626,52,127,832,176.66438400000334
14,10129911106102108913943681241173211299,49,127,701,135.68121199999587
14,281361461431332144131011911363723611413,42,127,772,171.7671410000039
14,141281441241291031071211111098131283710483,54,127,715,140.73427000000083
14,103131213713755471113662118116109149111010,49,127,753,165.76872600000934
14,1111411116212913426954312781010710610114,46,127,765,206.67648100000224
14,14106121181212132475812941010694813471014,61,127,758,169.3050729999959
14,6610326312128613137146213144631033886,48,127,819,198.18311699999322
14,71269101414114961012131451221312115561361010,40,127,693,143.89425899999333
14,3131338812121314221297872645431110564,51,127,804,178.3448919999937
14,1386262141111614410361166141437105414513,64,127,803,211.94413099999656
